"","subj","setsize","timepoint","meanCDA"
"3964",16,6,660,-0.284186621738429
"3965",16,6,664,-0.00836612707627782
"3966",16,6,668,-0.092273036687631
"3967",16,6,672,-0.0704311860183842
"3968",16,6,676,-0.180758876713433
"3969",16,6,680,-0.973861047895501
"3970",16,6,684,-1.36700680301564
"3971",16,6,688,-0.8215348036607
"3972",16,6,692,-0.650695743670376
"3973",16,6,696,-0.935628175697468
"3974",16,6,700,-0.563738400016126
"3975",16,6,704,-0.0721772756007095
"3976",16,6,708,-0.127605020883728
"3977",16,6,712,0.0348176781164327
"3978",16,6,716,0.417789164086438
"3979",16,6,720,0.283899205861958
"3980",16,6,724,-0.0272474631269151
"3981",16,6,728,-0.213890611353007
"3982",16,6,732,-0.645919522415739
"3983",16,6,736,-1.07430312925335
"3984",16,6,740,-1.17049403967102
"3985",16,6,744,-1.31087478269634
"3986",16,6,748,-1.57404129527496
"3987",16,6,752,-1.690986794388
"3988",16,6,756,-1.72076806798097
"3989",16,6,760,-1.61537613586518
"3990",16,6,764,-1.26978115882116
"3991",16,6,768,-0.839007392356071
"3992",16,6,772,-0.432051134494436
"3993",16,6,776,-0.27035769794388
"3994",16,6,780,-0.496291785679729
"3995",16,6,784,-0.46340534220287
"3996",16,6,788,-0.00264497661667473
"3997",16,6,792,-0.146325722770521
"3998",16,6,796,-0.833502347202064
"3999",16,6,800,-0.901838728914691
"4000",16,6,804,-0.600558443654249
"4001",16,6,808,-0.617851876874697
"4002",16,6,812,-0.39318741920658
"4003",16,6,816,0.0803553580067733
"4004",16,6,820,-0.0196009375100791
"4005",16,6,824,-0.368720314989518
"4006",16,6,828,-0.396434867924528
"4007",16,6,832,-0.50728786873085
"4008",16,6,836,-0.836273171262699
"4009",16,6,840,-1.07403242460893
"4010",16,6,844,-1.23840690526125
"4011",16,6,848,-1.15852116360264
"4012",16,6,852,-0.833674765110466
"4013",16,6,856,-0.80060775544267
"4014",16,6,860,-0.847081644170295
"4015",16,6,864,-0.422518838251895
"4016",16,6,868,-0.152360072383487
"4017",16,6,872,-0.42452291509434
